fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L,hue,saturation,value,emocion,confianza_emocional,score_ira,score_tristeza,score_romanticismo,score_energía,score_alegría,score_relajación,score_calma,score_aburrimiento,coherencia_emocional,temperatura_color,luminosidad_cat,saturacion_cat,emocion_optima,alineacion_emocional,mean_R_norm,mean_G_norm,mean_B_norm,mean_L_norm,mean_a_norm,mean_b_norm,contrast_L_norm,hue_norm,saturation_norm,value_norm
OpenFoodFacts,Aceites,Olio extravergine dio oliva,https://images.openfoodfacts.org/images/products/800/911/301/4272/front_it.3.400.jpg,110.8865,88.9748,59.3756,38.5369,4.9176,19.8632,22.0052,34.4772,0.4645,0.4348,Tristeza,0.2666,0.06355000273678792,0.2665610352245758,0.177684371944386,0.16604509253740182,0.21683424293308806,0.01571475288338655,0.022014305575122677,0.07159619616525124,26.66,Cálido,Oscuro,Moderado,Calma,False,0.3504,0.2937,0.2002,0.2819,0.5238,0.6763,0.5123,0.0958,0.5022,0.3503
OpenFoodFacts,Aceites,Riservata del frantoio,https://images.openfoodfacts.org/images/products/802/407/700/2257/front_en.10.400.jpg,111.3964,110.3813,116.4513,45.8278,2.0211,-2.4488,27.8227,250.0339,0.0521,0.4567,Tristeza,0.288,0.07005172715265157,0.2879638032606531,0.14373695329400585,0.07997952247794467,0.020787968804242454,0.0900586604951738,0.12524708389804337,0.1821742806172853,28.8,Neutro,Medio,Apagado,Calma,False,0.3527,0.3852,0.4536,0.3675,0.435,0.3096,0.716,0.6946,0.0563,0.3756
OpenFoodFacts,Aceites,Olio di oliva composto da oli di oliva raffinati,https://images.openfoodfacts.org/images/products/800/911/301/6511/front_fr.6.400.jpg,168.8428,166.7756,77.1246,66.4655,-8.6937,39.5593875,26.9523,58.6477,0.5432,0.6621,Aburrimiento,0.4391,0.0024447516228360664,0.04854805080449113,0.10921060866419696,0.20537625405912036,0.13112335682511592,0.026000152143654604,0.03821550033091003,0.439081325549675,43.91,Cálido,Medio,Moderado,Calma,False,0.613,0.6261,0.279,0.6096,0.1065,1.0,0.6855,0.1629,0.5873,0.6129
OpenFoodFacts,Aceites,Evo bio cl,https://images.openfoodfacts.org/images/products/800/911/302/0501/front_fr.3.400.jpg,176.1156,168.8323,141.0624,67.8997,-1.5173,15.5366,28.9152,47.5333,0.199,0.6906,Energía,0.247,0.0905237150034046,0.02120177854807781,0.16650049219040983,0.2470386124816115,0.21978591347121423,0.012854901532949782,0.027706179802178866,0.21438840697015332,24.7,Cálido,Medio,Apagado,Calma,False,0.646,0.6349,0.5629,0.6264,0.3266,0.6052,0.7543,0.132,0.2152,0.6458
OpenFoodFacts,Aceites,Huile olive,https://images.openfoodfacts.org/images/products/800/551/000/8852/front_fr.16.400.jpg,145.0928,140.5339,112.5425,56.9707,-2.3626,15.1951,29.4364,51.5966,0.2243,0.569,Energía,0.2452,0.09166284586882925,0.09355866371933132,0.22342603661834173,0.24520405500724582,0.17405679661435644,0.012180815639094714,0.016098264995544325,0.14381252153725635,24.52,Cálido,Medio,Apagado,Calma,False,0.5054,0.514,0.4363,0.4982,0.3006,0.5996,0.7725,0.1433,0.2425,0.5053
OpenFoodFacts,Aceites,Olio di semi di Mais,https://images.openfoodfacts.org/images/products/800/846/000/2192/front_it.3.400.jpg,165.6073,142.1558,101.5839,60.1021,3.5326,24.1676,13.1325,38.0223,0.3866,0.6494,Energía,0.2571,0.01683449009091248,0.08183518725910867,0.17319518024498395,0.25708543078673685,0.19960056377877092,0.018911522194926162,0.02491429493523165,0.22762333070932933,25.71,Cálido,Medio,Moderado,Calma,False,0.5983,0.5209,0.3876,0.5349,0.4814,0.747,0.2016,0.1056,0.418,0.5982
OpenFoodFacts,Aceites,olio di semi di girasole,https://images.openfoodfacts.org/images/products/800/846/002/4446/front_it.3.400.jpg,148.0347,128.3862,103.9118,55.0818,5.0084,16.7818,13.8471,33.2812,0.2981,0.5805,Energía,0.2336,0.06447782381929414,0.11080982136695573,0.21827517702534396,0.23355621392860937,0.21375860377961553,0.013788446788456582,0.020798118197486084,0.12453579509423864,23.36,Cálido,Medio,Moderado,Calma,False,0.5187,0.4621,0.398,0.476,0.5266,0.6257,0.2266,0.0925,0.3223,0.5186
OpenFoodFacts,Aceites,Olio di semi di girasole,https://images.openfoodfacts.org/images/products/800/846/000/3588/front_en.5.400.jpg,209.529,201.6733,133.213,80.6768,-5.8631,34.3562,14.4392,53.8238,0.3642,0.8217,Calma,0.3073,0.002310699510948153,0.016396974766341155,0.017418543229432516,0.04949946126743601,0.25515873634201647,0.0945752452416626,0.3072938460757153,0.25734649356644784,30.73,Cálido,Luminoso,Moderado,Calma,True,0.7973,0.7752,0.5281,0.7763,0.1933,0.9145,0.2473,0.1495,0.3938,0.7973
OpenFoodFacts,Aceites,Grapeseed Oil,https://images.openfoodfacts.org/images/products/800/551/000/0863/front_en.11.400.jpg,109.2683,98.9739,79.1872,40.8217,1.3626,12.1659,30.1534,39.4667,0.2753,0.4285,Tristeza,0.2347,0.12162446470142112,0.23465441898522915,0.20400855051536096,0.14798881202590125,0.16219498128007767,0.012569544264007613,0.034057851804458104,0.08290137642354423,23.47,Cálido,Medio,Moderado,Calma,False,0.3431,0.3364,0.2882,0.3087,0.4149,0.5498,0.7976,0.1096,0.2977,0.343
OpenFoodFacts,Aceites,Fortune Physically Refined Rice Bran Oil,https://images.openfoodfacts.org/images/products/890/600/728/0259/front_en.3.400.jpg,64.4423,48.7134,36.8321,20.8213,5.1884,9.5317,20.5197,25.8194,0.4284,0.2527,Ira,0.2774,0.2774222582730623,0.055677359527421054,0.16010292081094157,0.15314559220004795,0.18557642463845814,0.015738020856433683,0.05461873424085199,0.09771868945278331,27.74,Cálido,Oscuro,Moderado,Calma,False,0.14,0.1217,0.1,0.0741,0.5321,0.5065,0.4603,0.0717,0.4632,0.1399
OpenFoodFacts,Aceites,Olio extra vergine di oliva 100% italiano,https://images.openfoodfacts.org/images/products/800/354/027/2229/front_it.17.400.jpg,101.5814,96.4586,58.7197,39.6091,-3.7988,21.4825,22.5507,52.8288,0.4219,0.3984,Tristeza,0.3326,0.04968715428585537,0.3325522590637075,0.17770477328129575,0.15905702437893232,0.1724466857497931,0.01580985294590358,0.015367213605798664,0.07737503668871365,33.26,Cálido,Oscuro,Moderado,Calma,False,0.3082,0.3257,0.1973,0.2945,0.2566,0.7029,0.5314,0.1468,0.4562,0.3082
OpenFoodFacts,Aceites,Silver Soya Refined Soyabean Oil,https://images.openfoodfacts.org/images/products/890/601/366/1431/front_en.4.400.jpg,162.4205,144.4684,139.2637,60.883,6.4812,5.7659,22.7353,13.4855,0.1426,0.6369,Neutro/Ambiguo,0.1985,0.10681838143044267,0.0761167015050464,0.19651024283033772,0.19850876510116283,0.1398796569837993,0.021905657715881766,0.07346750722131687,0.1867930872120124,19.85,Cálido,Medio,Apagado,Calma,False,0.5839,0.5308,0.555,0.5441,0.5718,0.4446,0.5379,0.0375,0.1542,0.5838
OpenFoodFacts,Aceites,Moro Light Taste Olive Oil,https://images.openfoodfacts.org/images/products/931/017/570/0096/front_en.5.400.jpg,109.7912,80.1647,32.5639,35.9323,7.4779,31.1765,14.9002,36.9824,0.7034,0.4306,Tristeza,0.3665,0.08177078328649016,0.36646373946237853,0.14482399938377202,0.0750821771704965,0.16734725280352195,0.024227390864986344,0.03363634900556066,0.10664830802279378,36.65,Cálido,Oscuro,Intenso,Calma,False,0.3454,0.2561,0.0811,0.2514,0.6023,0.8622,0.2635,0.1027,0.7605,0.3454
OpenFoodFacts,Aceites,Olio extra vergine,https://images.openfoodfacts.org/images/products/800/911/301/5002/front_it.3.400.jpg,117.7043,95.5056,73.6084,41.3018,6.9482,15.2574,24.8604,29.7949,0.3746,0.4616,Tristeza,0.2247,0.08026452007130361,0.22469201450386192,0.20648746444597485,0.1748870075815515,0.2128724431117675,0.013354548116178738,0.0227289564122315,0.06471304575713034,22.47,Cálido,Medio,Moderado,Calma,False,0.3813,0.3216,0.2634,0.3144,0.5861,0.6006,0.6123,0.0828,0.405,0.3812
OpenFoodFacts,Aceites,Extra Virgin Olive Oil,https://images.openfoodfacts.org/images/products/800/187/602/0026/front_en.21.400.jpg,101.7488,105.6507,84.1421,42.2422,-4.9539,11.0911,30.9897,70.8847,0.2036,0.4143,Tristeza,0.2571,0.1269617333244575,0.2571320207664937,0.21690725923239892,0.1510571188116413,0.12399476112393677,0.010716512067757061,0.02955485506342666,0.08367573960988806,25.71,Cálido,Medio,Apagado,Calma,False,0.309,0.365,0.3102,0.3254,0.2212,0.5321,0.8269,0.1969,0.2201,0.3266
OpenFoodFacts,Aceites,Olio di semi di zucca,https://images.openfoodfacts.org/images/products/805/244/007/6178/front_it.3.400.jpg,140.1583,120.039,99.274,50.8922,5.0926,14.6569,25.1409,30.4738,0.2917,0.5496,Romanticismo,0.2281,0.08273605862351587,0.1550899087633284,0.2281134165702285,0.2026433025356451,0.2021067631334612,0.012824719268638788,0.022274735151788197,0.09421109595339394,22.81,Cálido,Medio,Moderado,Calma,False,0.483,0.4264,0.3774,0.4269,0.5292,0.5907,0.6221,0.0847,0.3154,0.4829
OpenFoodFacts,Aceites,Olio Toscano Frantoio Franci,https://images.openfoodfacts.org/images/products/802/407/700/1786/front_it.37.400.jpg,75.9083,69.2081,57.7856,28.8724,1.431,8.1533,24.5667,37.8172,0.2387,0.2977,Ira,0.2219,0.2219256819917826,0.15186388147422616,0.1354005842390009,0.10787170461799349,0.12876522190685538,0.028753017883614444,0.08394818490809722,0.14147172297842986,22.19,Cálido,Oscuro,Apagado,Calma,False,0.1919,0.2092,0.1931,0.1685,0.417,0.4839,0.602,0.1051,0.2581,0.1919
OpenFoodFacts,Aceites,Olio,https://images.openfoodfacts.org/images/products/800/354/027/2618/front_it.3.400.jpg,103.0641,107.7311,93.3915,44.1243,-4.1455,7.5802,20.4369,79.5277,0.1331,0.4225,Tristeza,0.2672,0.11666456109405465,0.2672087811654626,0.1920493714188558,0.11434190502733697,0.07644797045197559,0.022657003243282337,0.07154276501534905,0.139087642583683,26.72,Neutro,Medio,Apagado,Calma,False,0.315,0.3738,0.3512,0.3475,0.246,0.4744,0.4574,0.2209,0.1439,0.3361
OpenFoodFacts,Aceites,Olio extravergine di oliva,https://images.openfoodfacts.org/images/products/802/558/501/0758/front_it.3.400.jpg,119.6533,99.9661,85.4292,42.3629,5.604,11.0019,27.6463,25.4854,0.286,0.4692,Neutro/Ambiguo,0.2129,0.11075654539953882,0.20968718966319141,0.21288629643783563,0.1578506915763202,0.18045663780697968,0.012619047841747031,0.03609014404788346,0.07965344722650379,21.29,Cálido,Medio,Moderado,Calma,False,0.3901,0.3407,0.3159,0.3268,0.5449,0.5307,0.7098,0.0708,0.3092,0.39
OpenFoodFacts,Aceites,Olio di semi di arachide,https://images.openfoodfacts.org/images/products/800/354/020/6217/front_it.3.400.jpg,137.6402,108.1649,56.9301,46.1735,5.8468,30.8103,27.7057,38.088,0.5864,0.5398,Tristeza,0.3628,0.012154821385386438,0.36278982290477485,0.20360180888826235,0.10372356023019175,0.1444877313841693,0.021483451638906293,0.028703108809080426,0.12305569475922871,36.28,Cálido,Medio,Moderado,Calma,False,0.4716,0.3757,0.1893,0.3715,0.5523,0.8562,0.7119,0.1058,0.634,0.4716
OpenFoodFacts,Aceites,Olio,https://images.openfoodfacts.org/images/products/800/354/054/7273/front_it.20.400.jpg,135.1752,92.7529,44.2534,42.1837,12.2632,32.9742,22.495,32.0052,0.6726,0.5301,Tristeza,0.3789,0.02623640567012515,0.3789278595721953,0.19103615872523608,0.08164368174384815,0.15971835233155637,0.021996945256300398,0.033511413788716596,0.1069291829120219,37.89,Cálido,Medio,Intenso,Calma,False,0.4605,0.3098,0.133,0.3247,0.749,0.8918,0.5294,0.0889,0.7272,0.4604
OpenFoodFacts,Aceites,Olio semi di lino,https://images.openfoodfacts.org/images/products/800/354/020/5715/front_it.16.400.jpg,135.8602,125.6331,105.0815,51.7704,0.6138,12.8807,27.7133,40.0633,0.2265,0.5328,Romanticismo,0.2291,0.1081910253986233,0.15450784687433122,0.22913038241484096,0.19256527223343048,0.16287712941766047,0.0121451461575422,0.028411600094541394,0.11217159740902999,22.91,Cálido,Medio,Apagado,Calma,False,0.4636,0.4503,0.4031,0.4372,0.3919,0.5615,0.7122,0.1113,0.2449,0.4635
OpenFoodFacts,Aceites,Olio extravergine di oliva,https://images.openfoodfacts.org/images/products/800/354/020/7825/front_it.3.400.jpg,148.5227,139.1606,125.6374,57.3581,1.5682,8.8959,27.9565,35.4547,0.1541,0.5824,Neutro/Ambiguo,0.1902,0.10920483053951346,0.11168045203102427,0.18981549416759153,0.17705730713882667,0.13116894237414253,0.02126243214306174,0.06963989216622839,0.19017064943961143,19.02,Cálido,Medio,Apagado,Calma,False,0.5209,0.5081,0.4944,0.5027,0.4212,0.4961,0.7207,0.0985,0.1666,0.5208
OpenFoodFacts,Aceites,Olio extra vergine di oliva,https://images.openfoodfacts.org/images/products/805/244/007/1067/front_fr.3.400.jpg,112.1626,125.305,102.7381,49.3866,-8.4814,11.1593,32.8078,94.9425,0.1801,0.4914,Romanticismo,0.245,0.10833225743613173,0.20190188836902356,0.24497038812545543,0.19684337547551925,0.13552516655671637,0.009104439385368908,0.01442005477434117,0.0889024298774435,24.5,Cálido,Medio,Apagado,Calma,False,0.3562,0.4489,0.3927,0.4092,0.1131,0.5333,0.8906,0.2637,0.1947,0.4157
OpenFoodFacts,Aceites,Avocado Oil Spray,https://images.openfoodfacts.org/images/products/935/084/500/2006/front_en.19.400.jpg,132.5546,121.4921,108.1282,50.7158,2.5395,8.9789,23.8589,32.8265,0.1843,0.5198,Neutro/Ambiguo,0.2041,0.10689962168205457,0.1744094872950966,0.2040604810335562,0.15060224791135984,0.1374909418188955,0.018980590879644745,0.06433785059157694,0.1432187787878156,20.41,Cálido,Medio,Apagado,Calma,False,0.4486,0.4326,0.4167,0.4248,0.4509,0.4974,0.5772,0.0912,0.1993,0.4485
OpenFoodFacts,Aceites,Olio oliva,https://images.openfoodfacts.org/images/products/800/354/020/7115/front_it.3.400.jpg,93.6657,72.3366,27.9241,31.4751,4.217,26.0796,23.982,40.5337,0.7019,0.3673,Tristeza,0.2487,0.16555840432844746,0.2487323999869454,0.11503068486190086,0.1230656577581816,0.19855791754773813,0.022550554439682936,0.029466280256282944,0.09703810082082069,24.87,Cálido,Oscuro,Intenso,Calma,False,0.2724,0.2226,0.0605,0.1991,0.5024,0.7785,0.5815,0.1126,0.7589,0.2723
OpenFoodFacts,Aceites,giglio oro,https://images.openfoodfacts.org/images/products/800/247/000/0223/front_it.8.400.jpg,165.0674,132.168,106.6531,57.7834,11.3924,19.046,21.2405,26.2075,0.3539,0.6473,Energía,0.249,0.03446312106043195,0.08739089942987179,0.20317849696190038,0.2490249855022689,0.22158945275438865,0.016366970213129776,0.028521882676915414,0.1594641914010931,24.9,Cálido,Medio,Moderado,Calma,False,0.5959,0.4783,0.4101,0.5077,0.7224,0.6629,0.4855,0.0728,0.3826,0.5958
OpenFoodFacts,Aceites,L’augusto,https://images.openfoodfacts.org/images/products/800/020/100/0986/front_it.3.400.jpg,67.8593,54.9901,41.0779,23.5227,3.0489,9.6773,22.9827,31.1683,0.3947,0.2661,Ira,0.2815,0.2815371206239268,0.07989003797964947,0.14727995813136743,0.1357583386887295,0.16618895449781687,0.017504850545526803,0.061407269970434525,0.11043346956254856,28.15,Cálido,Oscuro,Moderado,Calma,False,0.1555,0.1485,0.1189,0.1058,0.4666,0.5089,0.5465,0.0866,0.4267,0.1554
OpenFoodFacts,Aceites,Ulìa,https://images.openfoodfacts.org/images/products/802/558/503/0015/front_it.3.400.jpg,134.5055,122.4695,95.7685,50.739,1.6565,16.5473,27.3322,41.3574,0.288,0.5275,Romanticismo,0.2264,0.07317374897410395,0.17276321936420183,0.22635629979795288,0.2060632715188408,0.19354123234971493,0.0129805387232532,0.017711614145953833,0.09741007512597864,22.64,Cálido,Medio,Moderado,Calma,False,0.4574,0.4368,0.3618,0.4251,0.4239,0.6218,0.6988,0.1149,0.3114,0.4574
OpenFoodFacts,Aceites,Olio per friggere,https://images.openfoodfacts.org/images/products/800/846/000/2260/front_it.8.400.jpg,159.8093,90.8782,74.255,46.9663,20.44865,23.6356,15.0697,11.658,0.5354,0.6267,Tristeza,0.2663,0.03111322988797678,0.26629816293715547,0.22750640929360713,0.1472273448736127,0.165120820316883,0.01926329602193826,0.037381850758886385,0.10608888590994027,26.63,Cálido,Medio,Moderado,Calma,False,0.5721,0.3018,0.2662,0.3808,1.0,0.7383,0.2694,0.0324,0.5789,0.572
OpenFoodFacts,Aceites,Olio di sansa di oliva litro,https://images.openfoodfacts.org/images/products/800/911/301/7617/front_fr.3.400.jpg,174.4414,154.377,62.0029,63.3091,-1.0219,39.5593875,29.2286,49.2931,0.6446,0.6841,Aburrimiento,0.3726,0.005107314053583409,0.07294715316211003,0.1444828265886631,0.21359817520121585,0.13330758780633356,0.02577576448167327,0.03215739676857807,0.3726237819378428,37.26,Cálido,Medio,Intenso,Calma,False,0.6384,0.5732,0.2118,0.5725,0.3417,1.0,0.7652,0.1369,0.6969,0.6383
OpenFoodFacts,Aceites,"Huile D'assaisonnement Spéciale Pizza,",https://images.openfoodfacts.org/images/products/325/981/000/6406/front_fr.20.400.jpg,135.9065,107.2066,63.6251,46.4998,7.1918,27.735,23.3057,36.1765,0.5318,0.533,Tristeza,0.3278,0.014009041521809986,0.3278315586759744,0.20192791462543755,0.1268457443702351,0.16482010716041035,0.02018245851761328,0.02842849664549226,0.11595467848302712,32.78,Cálido,Medio,Moderado,Calma,False,0.4638,0.3716,0.219,0.3753,0.5936,0.8057,0.5578,0.1005,0.575,0.4637
OpenFoodFacts,Aceites,Olio di semi di zucca,https://images.openfoodfacts.org/images/products/805/244/007/2521/front_fr.12.400.jpg,130.6319,117.5133,110.3548,50.4829,5.0451,7.4675,22.9139,21.182,0.1552,0.5123,Neutro/Ambiguo,0.2086,0.10343231792276159,0.1640484944812543,0.20859503054764397,0.15580985218351287,0.14401581148438422,0.019950006192367694,0.06737463954596747,0.13677384764210793,20.86,Cálido,Medio,Apagado,Calma,False,0.4399,0.4156,0.4266,0.4221,0.5278,0.4726,0.5441,0.0588,0.1678,0.4398
OpenFoodFacts,Aceites,Vitthal Refined Soyabean Oil,https://images.openfoodfacts.org/images/products/890/800/700/9021/front_en.3.400.jpg,104.3396,107.1509,76.3303,43.7529,-5.6616,16.7212,20.5465,65.4729,0.2876,0.4202,Tristeza,0.2756,0.0703110941747313,0.2756410623214336,0.2165695100107478,0.18030344338226528,0.16514733717955962,0.011920239472062492,0.01080944371093576,0.06929786974826418,27.56,Cálido,Medio,Moderado,Calma,False,0.3207,0.3714,0.2755,0.3431,0.1995,0.6247,0.4612,0.1819,0.311,0.3334
OpenFoodFacts,Aceites,Olio extra vergine di oliva san giovanni litro,https://images.openfoodfacts.org/images/products/800/911/301/5200/front_de.25.400.jpg,159.8127,152.0156,99.9746,60.9903,-2.9775,26.3906,32.0087,52.1818,0.3744,0.6267,Aburrimiento,0.283,0.007929281598348494,0.08560881844122457,0.16388443362951424,0.26229598879163973,0.15436458314931012,0.02067047747295615,0.022260349741363854,0.2829860671756429,28.3,Cálido,Medio,Moderado,Calma,False,0.5721,0.5631,0.3805,0.5453,0.2818,0.7836,0.8626,0.145,0.4048,0.572
OpenFoodFacts,Aceites,Sesame Oil,https://images.openfoodfacts.org/images/products/000/009/377/7070/front_en.16.400.jpg,140.2543,121.0926,89.072,50.6697,3.0721,20.2045,30.1205,37.5371,0.3649,0.55,Neutro/Ambiguo,0.2144,0.037504270989468944,0.19660756552300307,0.2143663696673276,0.20606645928918055,0.20190777316965142,0.015054765331500583,0.019592931694554713,0.10889986433531319,21.44,Cálido,Medio,Moderado,Calma,False,0.4835,0.4309,0.332,0.4243,0.4673,0.6819,0.7965,0.1043,0.3945,0.4834
OpenFoodFacts,Aceites,Olio di semi di arachide,https://images.openfoodfacts.org/images/products/800/911/303/1019/front_fr.3.400.jpg,215.3136,201.4133,162.7794,81.1349,-0.2306,21.3765,17.1373,44.1243,0.244,0.8444,Alegría,0.2894,0.02683194897209144,0.011959415492196724,0.07484919044932517,0.1488256551598535,0.28942676299837405,0.07001334002491887,0.2105277789110146,0.16756590799222568,28.94,Cálido,Luminoso,Apagado,Calma,False,0.8235,0.7741,0.6594,0.7817,0.366,0.7012,0.3418,0.1226,0.2638,0.8235
OpenFoodFacts,Aceites,Olio extravergine d’oliva,https://images.openfoodfacts.org/images/products/800/846/090/0719/front_it.3.400.jpg,129.7806,104.8844,79.3994,45.2846,7.0617,18.0644,26.286,30.3506,0.3882,0.5089,Tristeza,0.2333,0.049353779939947946,0.23325395876405072,0.2090138861688916,0.18098833176677034,0.21367627841530018,0.014324521490424576,0.022258851189756842,0.07713039226485771,23.33,Cálido,Medio,Moderado,Calma,False,0.436,0.3617,0.2891,0.3611,0.5896,0.6467,0.6622,0.0843,0.4197,0.4359
OpenFoodFacts,Aceites,Olio extra vergine di oliva,https://images.openfoodfacts.org/images/products/800/911/301/5057/front_it.3.400.jpg,150.1578,121.7451,81.1753,53.042,8.8601,24.8656,21.2048,35.287,0.4594,0.5889,Neutro/Ambiguo,0.2085,0.01657251788855904,0.1884607962958485,0.20851944309650977,0.1961578675483726,0.1905527700003491,0.019187690180104012,0.028939920986061372,0.15160899400419567,20.85,Cálido,Medio,Moderado,Calma,False,0.5283,0.4337,0.297,0.4521,0.6447,0.7585,0.4843,0.098,0.4967,0.5283
OpenFoodFacts,Aceites,Vinacciolo olio semi d'uva,https://images.openfoodfacts.org/images/products/805/244/007/2507/front_it.8.400.jpg,100.6658,87.7693,78.1543,36.7839,4.1951,8.079,29.3936,25.6269,0.2236,0.3948,Neutro/Ambiguo,0.2077,0.1335962228039844,0.2077341851848407,0.1759972406722251,0.12544496719500978,0.14994661562700387,0.020576288155578413,0.06933203410556954,0.1173724462557882,20.77,Cálido,Oscuro,Apagado,Calma,False,0.3041,0.2886,0.2836,0.2614,0.5017,0.4826,0.771,0.0712,0.2418,0.3041
OpenFoodFacts,Aceites,Gemini groundnut oil,https://images.openfoodfacts.org/images/products/890/600/633/0665/front_en.5.400.jpg,146.5781,112.1065,94.8547,50.3374,12.311,15.9686,18.2088,20.0124,0.3529,0.5748,Romanticismo,0.2263,0.04766275614476082,0.1656678016511293,0.22630561902880408,0.21210703476269802,0.21212506742141113,0.014540204845938815,0.02732250218102857,0.09426901396422922,22.63,Cálido,Medio,Moderado,Calma,False,0.5121,0.3925,0.3577,0.4204,0.7505,0.6123,0.3793,0.0556,0.3816,0.512
