fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L,emocion_1,valencia_1,deltaE_1,emocion_2,deltaE_2,emocion_3,deltaE_3
Amazon Berkeley Objects,Moda - Mochilas,AmazonBasics Lot de 4 sacs à dos compatibles avec ordinateurs portables 38.1 cm,https://m.media-amazon.com/images/I/91mQnrWV2CL._SX512_.jpg,107.6207,106.5699,107.9444,42.2402,0.782,-0.7077,38.9235,Bored,Negativa - Baja activación,3.39,Sleepy,7.1,Sad,15.19
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Rivet Charcoal Distressed Medallion Area Rug, 2' 8"" x 8'",https://m.media-amazon.com/images/I/A1RUY-g6U+L._SX512_.jpg,150.6584,135.2705,117.927,56.6341,3.3403,11.5991,21.227,Anxious,Negativa - Alta activación,10.92,Irritated,13.81,Hungry,14.98
Amazon Berkeley Objects,Moda - Zapatos,"Red Wagon Girls' Slip on Skate Low-Top Sneakers, Multicolor Red Floral, 4",https://m.media-amazon.com/images/I/71BfhQIiBLL._SX512_.jpg,223.9188,193.936,193.6187,81.0315,11.5237,6.2986,25.1416,Refreshed,Positiva - Baja activación,19.17,Happy,20.18,Romantic,21.76
Amazon Berkeley Objects,Moda - Collares,"[Find] Amazon Collection suta-ringusiruba-o-punsuta- and kuresentomu-nmoti-hu Y-Shaped Necklace, 24""",https://m.media-amazon.com/images/I/71LMOZgm3aL._SX512_.jpg,251.1658,251.2207,251.2002,98.6404,-0.0251,0.0082,6.4231,Soothed,Positiva - Baja activación,20.79,Refreshed,25.53,Calm,29.17
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Brand: Find Soft Pony Slipper Women's Trainers, Black Black Black",https://m.media-amazon.com/images/I/81qy4o5buFL._SX512_.jpg,213.861,213.4068,213.9976,84.1722,0.3105,-0.2894,29.7056,Soothed,Positiva - Baja activación,10.17,Refreshed,12.41,Relaxed,17.09
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Essentials Jaya, Fashion-Sneakers Mixte Enfant",https://m.media-amazon.com/images/I/7105-xgJleL._SX512_.jpg,231.0462,230.0953,231.7871,91.2294,0.6418,-0.72,12.7025,Soothed,Positiva - Baja activación,14.57,Refreshed,18.84,Calm,23.3
Amazon Berkeley Objects,Moda - Zapatos,Solefit Men's Black Slippers-8 UK (42 EU) (SLFT-0086),https://m.media-amazon.com/images/I/811KZQdZSFL._SX512_.jpg,141.7592,141.7592,141.7011,55.7732,-0.0142,0.0379,42.3308,Thirsty,Neutral - Sensorial,10.68,Sleepy,13.86,Bored,14.35
Amazon Berkeley Objects,Hogar - Jarrones,"Amazon Brand – Stone & Beam Modern Ceramic Triangle Decor Planter Pot, 5 Inch, White and Terra Cotta",https://m.media-amazon.com/images/I/91jUeBRiD3L._SX512_.jpg,212.3395,182.6232,170.6542,76.4629,10.6975,11.83,21.7622,Happy,Positiva - Alta activación,15.78,Refreshed,19.05,Energized,19.47
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Essentials Blake Slippers, Rosado, 12 Little Kid",https://m.media-amazon.com/images/I/61J-5ZUkl9L._SX512_.jpg,233.76,217.1154,221.3417,88.1291,6.6909,0.1946,10.5775,Soothed,Positiva - Baja activación,17.08,Refreshed,19.2,Relaxed,23.91
Amazon Berkeley Objects,Moda - Collares,Simple Essentials 18K Yellow Gold Plated Sterling Silver Freshwater Pearl Fashion Necklace,https://m.media-amazon.com/images/I/71cz9ueulrL._SX512_.jpg,253.2709,253.0948,251.6318,99.2991,-0.1772,0.7517,4.4623,Soothed,Positiva - Baja activación,21.55,Refreshed,26.06,Calm,29.92
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Rivet Contemporary Striated Jute Area Rug, 5' 9"" x 3' 9"", Oatmeal",https://m.media-amazon.com/images/I/A141kOyqj3L._SX512_.jpg,157.9702,147.135,135.1408,60.5714,2.2931,8.0336,25.4458,Thirsty,Neutral - Sensorial,13.17,Healthy,14.81,Anxious,14.89
Amazon Berkeley Objects,Hogar - Armarios,"Vida Designs Corona Wardrobe, 3 Door, Solid Pine Wood, Solid Pine Wood, Distressed Waxed Pine Bedroom Wooden Storage Mexican Furniture",https://m.media-amazon.com/images/I/814WJICrXwL._SX512_.jpg,192.2858,163.0764,129.9786,68.1427,6.4976,21.4151,22.826,Energized,Positiva - Alta activación,8.91,Happy,14.53,Hungry,15.14
Amazon Berkeley Objects,Hogar - Cojines,"Amazon Brand – Stone & Beam Rustic Stripe Throw Pillow - 17 x 17 Inch, Sunshine",https://m.media-amazon.com/images/I/910hnc9azIL._SX512_.jpg,231.2186,222.0646,202.4883,88.5779,0.1961,11.0312,12.7735,Happy,Positiva - Alta activación,15.9,Refreshed,17.76,Soothed,20.38
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand - Movian Ribe - Divano a 3 posti, 92 x 200 x 85 cm (Lu x La x A), verde scuro",https://m.media-amazon.com/images/I/81yiaE45j+L._SX512_.jpg,163.5023,164.7848,164.22,65.5353,-0.649,0.1535,35.6772,Thirsty,Neutral - Sensorial,4.88,Relaxed,10.03,Refreshed,10.41
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Rivet Contemporary Striated Jute Rug, 13' x 9' 3"", Brick",https://m.media-amazon.com/images/I/A1Cs7vCqURL._SX512_.jpg,86.6375,70.4378,63.8676,29.8142,5.9325,6.2476,29.7173,Tense,Negativa - Alta activación,15.79,Angry,16.31,Bored,16.99
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - find. Women’s Sneakers Retro Low-Top Red US 10.5,https://m.media-amazon.com/images/I/71oFF0+UhCL._SX512_.jpg,251.0842,236.9197,237.7988,95.3077,5.271,2.6097,12.2685,Soothed,Positiva - Baja activación,21.42,Refreshed,24.11,Happy,26.08
Amazon Berkeley Objects,Moda - Pendientes,[アマゾンコレクション] Amazon Collection 14Kイエローゴールド 1.7mmラウンドカット 覆輪止め ホワイトのスワロフスキージルコニア Huggiesピアス 両耳用フープピアス JEE13553_5NNCL00A100,https://m.media-amazon.com/images/I/61WBS9BxKmL._SX512_.jpg,252.3023,251.758,247.979,98.8019,-0.35,1.9539,6.1903,Soothed,Positiva - Baja activación,21.47,Refreshed,25.46,Happy,28.85
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand – Ravenna Home Tufted Armless English Roll Traditional Accent Chair, 26.8""W, Merlot Red",https://m.media-amazon.com/images/I/81l+UPz-wZL._SX512_.jpg,202.7002,188.3511,190.6627,76.0504,6.7092,1.588,35.7349,Refreshed,Positiva - Baja activación,12.95,Soothed,16.16,Thirsty,16.5
Amazon Berkeley Objects,Hogar - Sillas,"AmazonBasics Fauteuil de bureau et de gaming, style course, gris",https://m.media-amazon.com/images/I/71S9P-fW9eL._SX512_.jpg,204.7499,204.657,205.1802,80.528,0.1674,-0.3187,34.3443,Soothed,Positiva - Baja activación,9.16,Refreshed,9.57,Relaxed,14.12
Amazon Berkeley Objects,Moda - Zapatos,"Amazon-merk - vinden. Finnick, Heren Loafers,Zwart Smart Zwart,10 UK",https://m.media-amazon.com/images/I/61NmPKRIjUL._SX512_.jpg,131.3719,130.1759,132.4133,51.9679,1.0243,-1.2071,38.4576,Sleepy,Negativa - Baja activación,10.3,Bored,10.4,Thirsty,14.38
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Navy/White Sneakers-11 UK (45 EU) (12 US) (AZ-SY-408),https://m.media-amazon.com/images/I/71EhBR5W8fL._SX512_.jpg,160.0048,160.7558,168.8167,64.4012,1.7693,-4.9017,34.6574,Thirsty,Neutral - Sensorial,7.39,Relaxed,11.26,Refreshed,14.66
Amazon Berkeley Objects,Hogar - Lámparas,"Amazon Brand – Rivet Dome-Shaped Table Lamp, Aster Modern, with Bulb, 21""H, Tan/Light Pink",https://m.media-amazon.com/images/I/418eXzxGlSL._SX512_.jpg,251.037,249.4411,247.2133,98.1131,0.1938,1.3123,5.7093,Soothed,Positiva - Baja activación,20.82,Refreshed,24.95,Happy,28.9
Amazon Berkeley Objects,Moda - Zapatos,"Sixth & Love Women's Quilted Ankle Bootie, Wine, 9 M US",https://m.media-amazon.com/images/I/71r0+r8+AmL._SX512_.jpg,168.8745,156.4548,158.2995,63.2671,5.965,1.2301,39.2153,Thirsty,Neutral - Sensorial,11.56,Refreshed,16.17,Romantic,16.52
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Brand - 206 Collective Men's Pioneer Moc-Toe Lace-up Boot, Brown, 9.5 D US",https://m.media-amazon.com/images/I/811e8nUYxZL._SX512_.jpg,164.6896,156.1751,147.2045,63.1241,2.0911,6.4439,33.6539,Thirsty,Neutral - Sensorial,11.18,Refreshed,13.99,Healthy,14.93
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Tan Leather Formal Shoes - 9 UK (AZ-KY-99B),https://m.media-amazon.com/images/I/817rzFJRjQL._SX512_.jpg,199.2908,172.2477,144.0373,71.4954,7.4988,19.3114,25.9598,Energized,Positiva - Alta activación,10.8,Happy,12.45,Alert,17.17
Amazon Berkeley Objects,Moda - Pendientes,"10 Kイエローゴールドダイヤモンドピアス( 1 / 10cttw, I - Jカラー、12 – 13 )",https://m.media-amazon.com/images/I/7134005VdHL._SX512_.jpg,231.154,228.8765,221.4699,90.4025,-0.3276,4.0147,19.5886,Soothed,Positiva - Baja activación,15.91,Refreshed,17.39,Happy,23.02
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand – Stone & Beam Westview Extra-Deep Down-Filled Leather Sofa Couch, 89""W, Dark Grey",https://m.media-amazon.com/images/I/71+YMq06qWL._SX512_.jpg,169.1664,165.1331,162.3837,66.2306,1.1518,2.2417,34.1635,Thirsty,Neutral - Sensorial,7.57,Refreshed,10.59,Relaxed,12.26
Amazon Berkeley Objects,Hogar - Cojines,"Amazon Brand – Stone & Beam Casual Pom-Pom Throw Pillow - 24 x 12 Inch, Dark Gold",https://m.media-amazon.com/images/I/91zAm6a0wgL._SX512_.jpg,226.5286,214.7965,196.1188,86.1065,1.922,11.5168,18.4112,Happy,Positiva - Alta activación,14.25,Refreshed,16.79,Soothed,20.58
Amazon Berkeley Objects,Moda - Zapatos,"find. Women's 10311a Open-Toe Sandals, Green Green Nude, 8",https://m.media-amazon.com/images/I/71zN+2nGT1L._SX512_.jpg,248.8643,248.4496,246.1572,97.6172,-0.1551,1.2857,9.4147,Soothed,Positiva - Baja activación,20.26,Refreshed,24.39,Happy,28.7
Amazon Berkeley Objects,Moda - Bolsos,Flavia Women's Handbag (Pink),https://m.media-amazon.com/images/I/81x5HaPVLoL._SX512_.jpg,219.5565,196.4875,188.4377,80.7902,7.3008,7.416,16.0537,Refreshed,Positiva - Baja activación,15.57,Happy,17.93,Soothed,19.62
Amazon Berkeley Objects,Moda - Zapatos,"find. Women's Simple Leather Low-Top Sneakers, Tan, 9 US",https://m.media-amazon.com/images/I/71ODNZGVvFL._SX512_.jpg,242.1247,234.0391,227.9692,93.0959,2.2166,4.3497,12.5402,Soothed,Positiva - Baja activación,19.07,Refreshed,20.83,Happy,23.51
Amazon Berkeley Objects,Moda - Zapatos,"find. Botas Altas Show para Mujer, Gris (Grey), 41 EU",https://m.media-amazon.com/images/I/71u5e+qYmeL._SX512_.jpg,240.9859,239.7521,240.7751,94.702,0.6216,-0.3605,10.3649,Soothed,Positiva - Baja activación,17.49,Refreshed,21.99,Calm,26.09
Amazon Berkeley Objects,Moda - Zapatos,"find. Acton Derbys, Black), 9 UK",https://m.media-amazon.com/images/I/61HAuP4FZOL._SX512_.jpg,117.3059,115.1229,114.607,44.9073,0.6915,0.5713,46.0903,Bored,Negativa - Baja activación,5.46,Sleepy,8.09,Irritated,16.6
Amazon Berkeley Objects,Moda - Zapatos,"The Drop Paulina Mules Bicolores à Bout Pointu, Blanc, 37 EU",https://m.media-amazon.com/images/I/61g-vK7dS4L._SX512_.jpg,244.6787,243.9889,243.5619,96.0676,0.1748,0.3197,11.3774,Soothed,Positiva - Baja activación,18.7,Refreshed,23.07,Calm,27.23
Amazon Berkeley Objects,Hogar - Alfombras,"Stone & Beam Contemporary Speckle Wool Area Rug, 5' x 7' 6"", Chestnut",https://m.media-amazon.com/images/I/A11tNiF6IgL._SX512_.jpg,138.8577,126.381,114.8176,52.4857,2.7901,7.8775,26.536,Anxious,Negativa - Alta activación,10.39,Irritated,12.26,Sensual,15.98
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Basics - 6'X9' Solid Color Shag Rug, Beige",https://m.media-amazon.com/images/I/91Kd+c1lk0L._SX512_.jpg,177.7809,153.4188,138.3738,64.6158,7.3314,11.9064,21.0547,Anxious,Negativa - Alta activación,15.34,Hungry,15.45,Romantic,16.42
Amazon Berkeley Objects,Hogar - Mesas,"Marchio Amazon - Alkove Hayes - Tavolo da pranzo fisso classico, 130 x 90 x 77 cm, quercia silvestre",https://m.media-amazon.com/images/I/71rYJhm4VeL._SX512_.jpg,242.7196,235.3389,228.3867,93.4409,1.7488,4.6483,12.6483,Soothed,Positiva - Baja activación,19.25,Refreshed,20.99,Happy,23.46
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Black Mesh Sneakers-11 UK (AZ-YS-391A),https://m.media-amazon.com/images/I/81hpFoGvrJL._SX512_.jpg,211.2499,211.1119,211.9569,83.0461,0.2349,-0.4587,33.2474,Soothed,Positiva - Baja activación,9.61,Refreshed,11.52,Relaxed,16.08
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Loafers,https://m.media-amazon.com/images/I/81HEW-5LuXL._SX512_.jpg,171.1627,153.5059,150.1723,63.2043,7.1582,5.3233,34.8854,Thirsty,Neutral - Sensorial,14.31,Romantic,14.89,Anxious,15.57
Amazon Berkeley Objects,Hogar - Sofás,Alkov modulär Stol (70 x 93) Turkos,https://m.media-amazon.com/images/I/61SNAhNVpEL._SX512_.jpg,216.2002,228.538,228.3694,89.6599,-4.1815,-1.278,15.5148,Soothed,Positiva - Baja activación,11.12,Refreshed,16.34,Calm,19.56
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Essentials Rumor Fashion-Sneakers, Cruz V2 Fresh Foam, 1 Big Kid",https://m.media-amazon.com/images/I/71AUXrs6leL._SX512_.jpg,160.7748,157.0103,156.0064,62.64,1.3796,0.9692,37.6418,Thirsty,Neutral - Sensorial,7.42,Relaxed,13.33,Refreshed,13.7
Amazon Berkeley Objects,Moda - Pendientes,"Amazon Collection stud-earrings, Amarillo dorado, US 0 (EU XS)",https://m.media-amazon.com/images/I/61mb9rJKhTL._SX512_.jpg,235.0112,234.6234,230.5953,92.6232,-0.4654,2.1168,13.7168,Soothed,Positiva - Baja activación,16.37,Refreshed,19.45,Relaxed,24.88
Amazon Berkeley Objects,Hogar - Sillas,AmazonCommercial Silla ejecutiva ergonómica de Piel con Respaldo Alto con Brazos abatibles y Apoyo Lumbar (renovado),https://m.media-amazon.com/images/I/81uyGneBqbL._SX512_.jpg,202.6231,202.1517,202.856,79.8415,0.3463,-0.3488,32.946,Refreshed,Positiva - Baja activación,9.25,Soothed,9.27,Relaxed,13.72
Amazon Berkeley Objects,Moda - Zapatos,Klepe Men's Black Flyknit with Memory Foam Running Shoes-11 UK (45 EU) (12 US) (WD18-47/BLK),https://m.media-amazon.com/images/I/81JLmBYu3qL._SX512_.jpg,154.062,152.2903,151.0999,60.4109,0.5279,0.9352,39.5324,Thirsty,Neutral - Sensorial,7.76,Relaxed,14.14,Refreshed,15.22
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Rivet Modern Handtufted Cotton and Wool Area Rug, 8' x 10', Distressed Blue and Ivory",https://m.media-amazon.com/images/I/A13DrS-u3yL._SX512_.jpg,119.209,120.211,111.9794,47.9707,-1.5386,4.415,34.8195,Bored,Negativa - Baja activación,10.43,Sleepy,12.09,Anxious,15.65
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand – Rivet Emerly Modern Sofa, 83.5""W, Steel Grey",https://m.media-amazon.com/images/I/812+VPBi1lL._SX512_.jpg,215.4198,215.1096,214.0978,85.3925,-0.0792,0.5925,21.8448,Soothed,Positiva - Baja activación,10.97,Refreshed,13.06,Relaxed,18.19
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand - Alkove Elvas Hand-Crafted Leather Sofa, 2 Seater Maxi, 102 x 193 x 93cm, Taupe",https://m.media-amazon.com/images/I/71Sx3NvHueL._SX512_.jpg,212.4728,207.7076,204.1612,82.9741,1.2172,2.6116,22.9631,Refreshed,Positiva - Baja activación,11.52,Soothed,12.27,Relaxed,17.64
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Essentials Manny footwear, doré, 6.5 M US",https://m.media-amazon.com/images/I/61OcuPmwDjL._SX512_.jpg,203.821,191.3401,181.138,77.5011,3.2166,7.2389,23.5821,Refreshed,Positiva - Baja activación,10.73,Soothed,16.91,Thirsty,17.58
Amazon Berkeley Objects,Hogar - Sillas,"Arrow Swatch, Ravenna Home",https://m.media-amazon.com/images/I/A10K7AtMNjL._SX512_.jpg,195.4942,186.4231,173.2581,75.3771,0.9607,7.7678,21.3479,Refreshed,Positiva - Baja activación,8.55,Thirsty,15.45,Relaxed,16.5
Amazon Berkeley Objects,Moda - Sombreros,"Ear Loops Balaclava, Hissox Womens Mens Comfort Bandana Face Scarf Bandana Mask Neck Gaiters Outdoors Summer Breathable Half Face Riding Dust Mask Sun Dust 1 Pcs The Statue of Liberty",https://m.media-amazon.com/images/I/71qGA0zCzwL._SX512_.jpg,173.8207,173.7879,174.343,68.4708,0.1167,-0.2801,40.6142,Thirsty,Neutral - Sensorial,6.42,Refreshed,8.87,Relaxed,9.51
Amazon Berkeley Objects,Hogar - Lámparas,"Umi. by Amazon - Lámpara de pie, pantalla de tela, cilíndrica, 144,27 cm, beige",https://m.media-amazon.com/images/I/61pDBxYvDBL._SX512_.jpg,253.571,253.4456,253.4893,99.4599,0.049,0.0011,3.4797,Soothed,Positiva - Baja activación,21.55,Refreshed,26.34,Calm,29.89
Amazon Berkeley Objects,Moda - Zapatos,"find. Boat Shoe Náuticos, Azul (Cognac/Navy), 36 EU",https://m.media-amazon.com/images/I/71UoesjxlBL._SX512_.jpg,224.9752,222.2154,221.3922,87.7737,1.1255,0.9337,26.6132,Soothed,Positiva - Baja activación,13.21,Refreshed,15.64,Relaxed,20.84
Amazon Berkeley Objects,Moda - Zapatos,"find. Men's Maximum Moccasin, Rot Dark Burgundy, US:7",https://m.media-amazon.com/images/I/71goJYNfw2L._SX512_.jpg,236.9759,227.1193,221.9911,90.6294,3.5019,4.4325,20.2494,Soothed,Positiva - Baja activación,18.22,Refreshed,19.21,Happy,22.31
Amazon Berkeley Objects,Moda - Pulseras,[Find] Amazon Collection Tea Small (Blue Gold to-nanka-kointya-musutorettiburesuretto,https://m.media-amazon.com/images/I/71Kij7a0QiL._SX512_.jpg,236.2791,246.4498,245.0276,96.3943,-2.8295,-0.0913,10.7211,Soothed,Positiva - Baja activación,17.92,Refreshed,22.83,Calm,26.15
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Brand - find. Women's Mule Closed Toe Heels, Brown (Caramel), 4 UK",https://m.media-amazon.com/images/I/71-lvphGbRL._SX512_.jpg,245.8288,240.0518,234.9488,95.0358,1.6036,3.5674,12.569,Soothed,Positiva - Baja activación,19.79,Refreshed,22.38,Happy,25.2
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand – Stone & Beam Lummi Modern Armless Living Room Accent Chair, 21.6"" W, Shell",https://m.media-amazon.com/images/I/91czg5Nkc5L._SX512_.jpg,219.6925,214.53,204.396,85.5404,0.1925,5.8623,17.9003,Refreshed,Positiva - Baja activación,13.41,Soothed,14.94,Happy,19.83
Amazon Berkeley Objects,Moda - Zapatos,"Concept 3 by Skechers Beyond Fresh Zapatillas de Moda con Cordones para Mujer, Blanco/Plateado, 7",https://m.media-amazon.com/images/I/81dRITE+WKL._SX512_.jpg,234.3714,234.3916,234.6674,92.6315,0.0499,-0.1487,12.7818,Soothed,Positiva - Baja activación,15.6,Refreshed,19.84,Calm,24.28
Amazon Berkeley Objects,Hogar - Escritorios,"Amazon Brand – Ravenna Home Springdale Modern Bookcase with Decorative Open Sides, 30""W, White",https://m.media-amazon.com/images/I/71o4-1o39HL._SX512_.jpg,242.0305,241.3838,240.9244,95.2275,0.1357,0.3148,8.6754,Soothed,Positiva - Baja activación,17.96,Refreshed,22.26,Calm,26.54
Amazon Berkeley Objects,Moda - Anillos,"[Find] Amazon Collection Drop Earrings Clear assya-kattokyu-bikkuzirukonia Forever Ring, Size 11",https://m.media-amazon.com/images/I/71qxmw1j82L._SX512_.jpg,241.08,241.0703,240.8298,94.9014,-0.0418,0.1279,14.2864,Soothed,Positiva - Baja activación,17.55,Refreshed,21.92,Calm,26.12
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - find. Women's Cowboy Boots,https://m.media-amazon.com/images/I/819HMCbpi9L._SX512_.jpg,240.5264,213.2299,201.6535,87.5364,9.6164,11.0441,18.9433,Happy,Positiva - Alta activación,16.03,Refreshed,22.18,Soothed,24.97
Amazon Berkeley Objects,Moda - Bolsos,The Fix Leah Triple Zipper Small Crossbody Bag,https://m.media-amazon.com/images/I/8191moCNB+L._SX512_.jpg,140.1754,128.0283,118.4839,52.1646,3.7781,7.2002,36.6268,Anxious,Negativa - Alta activación,9.76,Irritated,11.39,Sensual,14.83
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Navy Mesh Sneakers-11 UK (AZ-IK-0013B),https://m.media-amazon.com/images/I/81hLKi3s7QL._SX512_.jpg,132.5873,132.6393,141.2047,52.6476,2.2093,-5.1644,41.64,Sleepy,Negativa - Baja activación,9.79,Bored,10.94,Thirsty,14.65
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Stone & Beam Traditional Royal Area Rug, 5' 3""x 7' 3"", Teal",https://m.media-amazon.com/images/I/A16crVrJ1ML._SX512_.jpg,107.0603,104.5274,97.486,43.0304,-0.1782,4.3195,25.7579,Bored,Negativa - Baja activación,8.38,Sleepy,11.51,Anxious,16.0
Amazon Berkeley Objects,Cocina - Cafeteras,"Amazon Brand - Solimo Elan 600 ml Coffee Maker, Silver (Ideal for Black coffee)",https://m.media-amazon.com/images/I/71Bcjx8nAuL._SX512_.jpg,168.8405,168.376,170.8469,66.5871,0.715,-1.3518,39.4946,Thirsty,Neutral - Sensorial,5.97,Relaxed,10.05,Refreshed,10.91
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand – Stone & Beam Bradbury Chesterfield Tufted Sofa Couch, 92.9""W, Warm Grey",https://m.media-amazon.com/images/I/81+NZPMuEeL._SX512_.jpg,146.2567,137.2951,131.4712,56.0884,2.7073,4.8241,32.5919,Anxious,Negativa - Alta activación,13.23,Thirsty,13.62,Irritated,14.82
Amazon Berkeley Objects,Moda - Pendientes,[アマゾンコレクション] Amazon Collection 14Kイエローゴールド 4mm淡水真珠&赤いスワロフスキージルコニア フラワーシェイプスタッドピアス 両耳用スタッドピアス JEE13611_5NNRD00A100,https://m.media-amazon.com/images/I/61BQ5f2bhKL._SX512_.jpg,251.6518,249.6508,248.886,98.2515,0.6553,0.7018,7.9077,Soothed,Positiva - Baja activación,20.9,Refreshed,25.25,Calm,29.37
Amazon Berkeley Objects,Moda - Zapatos,"find. Wide Band Mule Sandalias con Punta Abierta, Negro Black, 40 EU",https://m.media-amazon.com/images/I/61oUvX2FvuL._SX512_.jpg,211.2428,207.1571,204.9188,82.1496,1.3968,1.9521,30.2234,Refreshed,Positiva - Baja activación,11.06,Soothed,11.76,Relaxed,16.86
Amazon Berkeley Objects,Hogar - Camas,"Amazon Brand – Stone & Beam Tisbury Nailhead Trim Queen Bed, 66""W, Curious Pearl",https://m.media-amazon.com/images/I/91qktrcsWgL._SX512_.jpg,229.5403,227.2546,224.68,90.2273,0.3804,1.6129,13.1035,Soothed,Positiva - Baja activación,14.73,Refreshed,17.49,Relaxed,22.87
Amazon Berkeley Objects,Moda - Zapatos,Chadstone Men's Black Loafers-9 UK (43 EU) (CH 122),https://m.media-amazon.com/images/I/71BgWyiRozL._SX512_.jpg,185.2493,183.3705,184.31,72.1015,1.1048,-0.2185,40.8533,Refreshed,Positiva - Baja activación,8.03,Thirsty,9.53,Relaxed,10.5
